YEAR,MONTH,DAY,LABORATORY,SOURCE,SP,N_SAMPLE,SHIP_TYPE,TOTAL_WEIGHT,SAMPLE_WEIGHT,PORT,GEAR,LENGTH,FREQUENCY
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,29,1
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,30,3
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,31,4
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,32,1
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,33,3
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,34,5
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,36,1
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,37,4
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,39,2
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,40,2
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,42,1
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,43,2
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,44,2
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,45,1
2016,5,31,HUANCHACO,SEGUIMIENTO,x,45,BOTE,84,20,MORIN,CORTINA,46,1
2016,2,21,CAMANA,SEGUIMIENTO,x,46,BOTE,140,20.8,QUILCA,CORTINA,21,4
2016,2,21,CAMANA,SEGUIMIENTO,x,46,BOTE,140,20.8,QUILCA,CORTINA,22,28
2016,2,21,CAMANA,SEGUIMIENTO,x,46,BOTE,140,20.8,QUILCA,CORTINA,23,47
2016,2,21,CAMANA,SEGUIMIENTO,x,46,BOTE,140,20.8,QUILCA,CORTINA,24,31
2016,2,21,CAMANA,SEGUIMIENTO,x,46,BOTE,140,20.8,QUILCA,CORTINA,25,12
2016,2,21,CAMANA,SEGUIMIENTO,x,46,BOTE,140,20.8,QUILCA,CORTINA,26,6
2016,2,21,CAMANA,SEGUIMIENTO,x,46,BOTE,140,20.8,QUILCA,CORTINA,27,4
2016,2,21,CAMANA,SEGUIMIENTO,x,46,BOTE,140,20.8,QUILCA,CORTINA,28,1
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,19,1
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,20,1
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,21,15
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,22,24
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,23,26
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,24,12
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,25,8
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,26,7
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,27,2
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,28,2
2016,3,12,HUANCHACO,SEGUIMIENTO,x,47,BOTE,30,21,MORIN,CORTINA,29,1
2016,5,25,CHIMBOTE,SEGUIMIENTO,x,48,BOTE,60,15.179,EL DORADO,CORTINA,18,1
2016,5,25,CHIMBOTE,SEGUIMIENTO,x,48,BOTE,60,15.179,EL DORADO,CORTINA,19,18
2016,5,25,CHIMBOTE,SEGUIMIENTO,x,48,BOTE,60,15.179,EL DORADO,CORTINA,20,31
2016,5,25,CHIMBOTE,SEGUIMIENTO,x,48,BOTE,60,15.179,EL DORADO,CORTINA,21,28
2016,5,25,CHIMBOTE,SEGUIMIENTO,x,48,BOTE,60,15.179,EL DORADO,CORTINA,22,19
2016,5,25,CHIMBOTE,SEGUIMIENTO,x,48,BOTE,60,15.179,EL DORADO,CORTINA,23,10
2016,5,25,CHIMBOTE,SEGUIMIENTO,x,48,BOTE,60,15.179,EL DORADO,CORTINA,24,9
2016,5,25,CHIMBOTE,SEGUIMIENTO,x,48,BOTE,60,15.179,EL DORADO,CORTINA,25,3
2016,5,25,CHIMBOTE,SEGUIMIENTO,x,48,BOTE,60,15.179,EL DORADO,CORTINA,26,1
2016,6,14,CHIMBOTE,SEGUIMIENTO,x,49,BOTE,60,13.414,EL DORADO,CORTINA,18,1
2016,6,14,CHIMBOTE,SEGUIMIENTO,x,49,BOTE,60,13.414,EL DORADO,CORTINA,19,16
2016,6,14,CHIMBOTE,SEGUIMIENTO,x,49,BOTE,60,13.414,EL DORADO,CORTINA,20,27
2016,6,14,CHIMBOTE,SEGUIMIENTO,x,49,BOTE,60,13.414,EL DORADO,CORTINA,21,21
2016,6,14,CHIMBOTE,SEGUIMIENTO,x,49,BOTE,60,13.414,EL DORADO,CORTINA,22,25
2016,6,14,CHIMBOTE,SEGUIMIENTO,x,49,BOTE,60,13.414,EL DORADO,CORTINA,23,8
2016,6,14,CHIMBOTE,SEGUIMIENTO,x,49,BOTE,60,13.414,EL DORADO,CORTINA,24,2
2016,6,14,CHIMBOTE,SEGUIMIENTO,x,49,BOTE,60,13.414,EL DORADO,CORTINA,25,1
2016,3,27,HUACHO,SEGUIMIENTO,x,50,CHALANA,33,32.56,HUACHO,CORTINA,20,36
2016,3,27,HUACHO,SEGUIMIENTO,x,50,CHALANA,33,32.56,HUACHO,CORTINA,21,79
2016,3,27,HUACHO,SEGUIMIENTO,x,50,CHALANA,33,32.56,HUACHO,CORTINA,21,53
2016,3,27,HUACHO,SEGUIMIENTO,x,50,CHALANA,33,32.56,HUACHO,CORTINA,23,25
2016,3,27,HUACHO,SEGUIMIENTO,x,50,CHALANA,33,32.56,HUACHO,CORTINA,24,15
2016,3,27,HUACHO,SEGUIMIENTO,x,50,CHALANA,33,32.56,HUACHO,CORTINA,25,4
2016,3,27,HUACHO,SEGUIMIENTO,x,50,CHALANA,33,32.56,HUACHO,CORTINA,26,3
2016,3,27,HUACHO,SEGUIMIENTO,x,50,CHALANA,33,32.56,HUACHO,CORTINA,27,1
2016,5,31,CALLAO,SEGUIMIENTO,x,51,BOTE,18,17.6,CALLAO,CORTINA,24,1
2016,5,31,CALLAO,SEGUIMIENTO,x,51,BOTE,18,17.6,CALLAO,CORTINA,25,4
2016,5,31,CALLAO,SEGUIMIENTO,x,51,BOTE,18,17.6,CALLAO,CORTINA,26,10
2016,5,31,CALLAO,SEGUIMIENTO,x,51,BOTE,18,17.6,CALLAO,CORTINA,27,18
2016,5,31,CALLAO,SEGUIMIENTO,x,51,BOTE,18,17.6,CALLAO,CORTINA,28,10
2016,5,31,CALLAO,SEGUIMIENTO,x,51,BOTE,18,17.6,CALLAO,CORTINA,29,6
2016,5,31,CALLAO,SEGUIMIENTO,x,51,BOTE,18,17.6,CALLAO,CORTINA,30,6
2016,5,31,CALLAO,SEGUIMIENTO,x,51,BOTE,18,17.6,CALLAO,CORTINA,31,1
2016,5,31,CALLAO,SEGUIMIENTO,x,51,BOTE,18,17.6,CALLAO,CORTINA,32,3
2016,5,31,CALLAO,SEGUIMIENTO,x,51,BOTE,18,17.6,CALLAO,CORTINA,35,1
2016,6,18,CALLAO,SEGUIMIENTO,x,52,BOTE,90,14,CALLAO,CORTINA,19,2
2016,6,18,CALLAO,SEGUIMIENTO,x,52,BOTE,90,14,CALLAO,CORTINA,20,5
2016,6,18,CALLAO,SEGUIMIENTO,x,52,BOTE,90,14,CALLAO,CORTINA,21,12
2016,6,18,CALLAO,SEGUIMIENTO,x,52,BOTE,90,14,CALLAO,CORTINA,22,35
2016,6,18,CALLAO,SEGUIMIENTO,x,52,BOTE,90,14,CALLAO,CORTINA,23,20
2016,6,18,CALLAO,SEGUIMIENTO,x,52,BOTE,90,14,CALLAO,CORTINA,24,9
2016,6,18,CALLAO,SEGUIMIENTO,x,52,BOTE,90,14,CALLAO,CORTINA,25,1
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,19,1
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,20,10
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,21,18
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,22,14
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,23,17
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,24,3
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,25,1
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,26,2
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,27,1
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,28,1
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,29,2
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,30,2
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,31,1
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,32,1
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,33,3
2016,7,12,CALLAO,SEGUIMIENTO,x,53,BOTE,20,17,CALLAO,CORTINA,36,1
2016,8,8,CALLAO,SEGUIMIENTO,x,54,BOTE,50,13.5,CALLAO,CORTINA,21,5
2016,8,8,CALLAO,SEGUIMIENTO,x,54,BOTE,50,13.5,CALLAO,CORTINA,22,11
2016,8,8,CALLAO,SEGUIMIENTO,x,54,BOTE,50,13.5,CALLAO,CORTINA,23,19
2016,8,8,CALLAO,SEGUIMIENTO,x,54,BOTE,50,13.5,CALLAO,CORTINA,24,15
2016,8,8,CALLAO,SEGUIMIENTO,x,54,BOTE,50,13.5,CALLAO,CORTINA,25,9
2016,8,8,CALLAO,SEGUIMIENTO,x,54,BOTE,50,13.5,CALLAO,CORTINA,26,8
2016,8,8,CALLAO,SEGUIMIENTO,x,54,BOTE,50,13.5,CALLAO,CORTINA,27,4
2016,8,8,CALLAO,SEGUIMIENTO,x,54,BOTE,50,13.5,CALLAO,CORTINA,28,1
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,22,2
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,23,1
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,24,1
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,25,7
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,26,14
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,27,7
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,28,7
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,29,11
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,30,7
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,31,1
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,32,1
2016,11,8,CALLAO,SEGUIMIENTO,x,55,BOTE,25,17.5,CALLAO,CORTINA,33,1
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,17,4
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,18,13
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,19,27
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,20,28
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,21,15
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,22,10
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,23,2
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,24,1
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,25,1
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,26,1
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,27,5
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,28,5
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,29,6
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,30,1
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,31,1
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,33,1
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,34,1
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,35,1
2016,6,21,CALLAO,SEGUIMIENTO,x,56,BOTE,60,20.5,CALLAO,CORTINA,37,1
2016,10,16,ILO,SEGUIMIENTO,x,57,LANCHA,1200,13.6,MORRO SAMA,CERCO,18,7
2016,10,16,ILO,SEGUIMIENTO,x,57,LANCHA,1200,13.6,MORRO SAMA,CERCO,19,11
2016,10,16,ILO,SEGUIMIENTO,x,57,LANCHA,1200,13.6,MORRO SAMA,CERCO,20,17
2016,10,16,ILO,SEGUIMIENTO,x,57,LANCHA,1200,13.6,MORRO SAMA,CERCO,21,31
2016,10,16,ILO,SEGUIMIENTO,x,57,LANCHA,1200,13.6,MORRO SAMA,CERCO,22,38
2016,10,16,ILO,SEGUIMIENTO,x,57,LANCHA,1200,13.6,MORRO SAMA,CERCO,23,24
2016,10,16,ILO,SEGUIMIENTO,x,57,LANCHA,1200,13.6,MORRO SAMA,CERCO,24,5
2016,10,16,ILO,SEGUIMIENTO,x,57,LANCHA,1200,13.6,MORRO SAMA,CERCO,25,2
2016,2,27,HUACHO,SEGUIMIENTO,x,58,,65,30,HUACHO,CORTINA,21,3
2016,2,27,HUACHO,SEGUIMIENTO,x,58,,65,30,HUACHO,CORTINA,22,39
2016,2,27,HUACHO,SEGUIMIENTO,x,58,,65,30,HUACHO,CORTINA,23,50
2016,2,27,HUACHO,SEGUIMIENTO,x,58,,65,30,HUACHO,CORTINA,24,34
2016,2,27,HUACHO,SEGUIMIENTO,x,58,,65,30,HUACHO,CORTINA,25,28
2016,2,27,HUACHO,SEGUIMIENTO,x,58,,65,30,HUACHO,CORTINA,26,23
2016,2,27,HUACHO,SEGUIMIENTO,x,58,,65,30,HUACHO,CORTINA,27,3
2016,2,27,HUACHO,SEGUIMIENTO,x,58,,65,30,HUACHO,CORTINA,29,1
2016,2,27,HUACHO,SEGUIMIENTO,x,58,,65,30,HUACHO,CORTINA,31,2
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,21,1
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,22,2
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,23,1
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,24,2
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,25,1
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,26,2
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,27,10
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,28,4
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,29,7
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,30,6
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,31,9
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,32,8
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,33,6
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,34,2
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,35,3
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,36,1
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,37,1
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,39,1
2016,2,28,CHIMBOTE,SEGUIMIENTO,x,59,CHALANA,30,24.161,CHIMBOTE,CORTINA,40,2
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,19,6
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,20,5
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,21,1
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,23,1
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,25,4
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,26,4
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,27,4
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,28,2
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,29,4
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,30,2
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,31,1
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,32,2
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,36,1
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,39,2
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,42,3
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,43,1
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,46,1
2016,7,11,HUANCHACO,SEGUIMIENTO,x,60,BOTE,38,15,MORIN,CORTINA,47,1
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,22,1
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,23,1
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,24,2
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,25,6
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,26,9
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,27,2
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,28,3
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,29,2
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,30,2
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,31,1
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,32,1
2016,1,24,CHIMBOTE,SEGUIMIENTO,x,61,CHALANA,8,7.608,CHIMBOTE,CORTINA,37,1
2016,2,28,CAMANA,SEGUIMIENTO,x,62,BOTE,110,19.1,QUILCA,CORTINA,20,4
2016,2,28,CAMANA,SEGUIMIENTO,x,62,BOTE,110,19.1,QUILCA,CORTINA,21,14
2016,2,28,CAMANA,SEGUIMIENTO,x,62,BOTE,110,19.1,QUILCA,CORTINA,22,27
2016,2,28,CAMANA,SEGUIMIENTO,x,62,BOTE,110,19.1,QUILCA,CORTINA,23,42
2016,2,28,CAMANA,SEGUIMIENTO,x,62,BOTE,110,19.1,QUILCA,CORTINA,24,19
2016,2,28,CAMANA,SEGUIMIENTO,x,62,BOTE,110,19.1,QUILCA,CORTINA,25,5
2016,2,28,CAMANA,SEGUIMIENTO,x,62,BOTE,110,19.1,QUILCA,CORTINA,27,1
2016,7,27,ILO,SEGUIMIENTO,x,63,BOTE,800,18.6,ILO,CERCO,18,3
2016,7,27,ILO,SEGUIMIENTO,x,63,BOTE,800,18.6,ILO,CERCO,19,11
2016,7,27,ILO,SEGUIMIENTO,x,63,BOTE,800,18.6,ILO,CERCO,20,16
2016,7,27,ILO,SEGUIMIENTO,x,63,BOTE,800,18.6,ILO,CERCO,21,28
2016,7,27,ILO,SEGUIMIENTO,x,63,BOTE,800,18.6,ILO,CERCO,22,35
2016,7,27,ILO,SEGUIMIENTO,x,63,BOTE,800,18.6,ILO,CERCO,23,30
2016,7,27,ILO,SEGUIMIENTO,x,63,BOTE,800,18.6,ILO,CERCO,24,15
2016,7,27,ILO,SEGUIMIENTO,x,63,BOTE,800,18.6,ILO,CERCO,25,6
2016,7,27,ILO,SEGUIMIENTO,x,63,BOTE,800,18.6,ILO,CERCO,26,2
2016,7,27,ILO,SEGUIMIENTO,x,63,BOTE,800,18.6,ILO,CERCO,27,1
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,19,1
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,20,6
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,21,20
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,22,38
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,23,25
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,24,16
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,25,4
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,26,3
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,28,3
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,29,1
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,30,2
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,31,1
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,32,2
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,33,1
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,38,1
2016,11,30,HUANCHACO,SEGUIMIENTO,x,64,BOTE,30,23.5,PACASMAYO,CORTINA,41,1
2016,9,19,HUACHO,SEGUIMIENTO,x,65,BOTE,220,28,HUACHO,CORTINA,17,46
2016,9,19,HUACHO,SEGUIMIENTO,x,65,BOTE,220,28,HUACHO,CORTINA,18,108
2016,9,19,HUACHO,SEGUIMIENTO,x,65,BOTE,220,28,HUACHO,CORTINA,19,80
2016,9,19,HUACHO,SEGUIMIENTO,x,65,BOTE,220,28,HUACHO,CORTINA,20,18
2016,9,19,HUACHO,SEGUIMIENTO,x,65,BOTE,220,28,HUACHO,CORTINA,21,4
2016,5,2,ILO,SEGUIMIENTO,x,66,,25,24.75,ILO,PINTA,20,6
2016,5,2,ILO,SEGUIMIENTO,x,66,,25,24.75,ILO,PINTA,21,11
2016,5,2,ILO,SEGUIMIENTO,x,66,,25,24.75,ILO,PINTA,22,16
2016,5,2,ILO,SEGUIMIENTO,x,66,,25,24.75,ILO,PINTA,23,28
2016,5,2,ILO,SEGUIMIENTO,x,66,,25,24.75,ILO,PINTA,24,35
2016,5,2,ILO,SEGUIMIENTO,x,66,,25,24.75,ILO,PINTA,25,19
2016,5,2,ILO,SEGUIMIENTO,x,66,,25,24.75,ILO,PINTA,26,14
2016,5,2,ILO,SEGUIMIENTO,x,66,,25,24.75,ILO,PINTA,27,7
2016,5,2,ILO,SEGUIMIENTO,x,66,,25,24.75,ILO,PINTA,28,5
2016,5,22,ILO,SEGUIMIENTO,x,67,BOTE,32,21.75,ILO,PINTA,19,3
2016,5,22,ILO,SEGUIMIENTO,x,67,BOTE,32,21.75,ILO,PINTA,20,10
2016,5,22,ILO,SEGUIMIENTO,x,67,BOTE,32,21.75,ILO,PINTA,21,16
2016,5,22,ILO,SEGUIMIENTO,x,67,BOTE,32,21.75,ILO,PINTA,22,21
2016,5,22,ILO,SEGUIMIENTO,x,67,BOTE,32,21.75,ILO,PINTA,23,25
2016,5,22,ILO,SEGUIMIENTO,x,67,BOTE,32,21.75,ILO,PINTA,24,13
2016,5,22,ILO,SEGUIMIENTO,x,67,BOTE,32,21.75,ILO,PINTA,25,10
